customer_name,opportunity_id,customer_id,Product,qty,price,Earliest_Year,Latest_Year,cluster_class,cluster_class_name,Web_act1_time_bckt1,Web_act1_time_bckt2,Web_act1_time_bckt3,Web_act1_time_bckt4,Web_act1_time_bckt5,Web_act2_time_bckt1,Web_act2_time_bckt2,Web_act2_time_bckt3,Web_act2_time_bckt4,Web_act2_time_bckt5,Web_act3_time_bckt1,Web_act3_time_bckt2,Web_act3_time_bckt3,Web_act3_time_bckt4,Web_act3_time_bckt5,num_support_req_time_bckt1,num_support_req_time_bckt2,num_support_req_time_bckt3,num_support_req_time_bckt4,num_support_req_time_bckt5,num_pos_chat_time_bckt1,num_pos_chat_time_bckt2,num_pos_chat_time_bckt3,num_pos_chat_time_bckt4,num_pos_chat_time_bckt5,num_neg_chat_time_bckt1,num_neg_chat_time_bckt2,num_neg_chat_time_bckt3,num_neg_chat_time_bckt4,num_neg_chat_time_bckt5,num_pos_email_time_bckt1,num_pos_email_time_bckt2,num_pos_email_time_bckt3,num_pos_email_time_bckt4,num_pos_email_time_bckt5,num_neg_email_time_bckt1,num_neg_email_time_bckt2,num_neg_email_time_bckt3,num_neg_email_time_bckt4,num_neg_email_time_bckt5,num_pos_tweets_time_bckt1,num_pos_tweets_time_bckt2,num_pos_tweets_time_bckt3,num_pos_tweets_time_bckt4,num_pos_tweets_time_bckt5,num_neg_tweets_time_bckt1,num_neg_tweets_time_bckt2,num_neg_tweets_time_bckt3,num_neg_tweets_time_bckt4,num_neg_tweets_time_bckt5,Revenue,num_days_ss1,num_days_ss2,num_days_ss3,num_days_ss4,num_days_ss5,num_days_ss6,current_ss,days_in_curr_ss,opentasks_time_bckt1,opentasks_time_bckt2,opentasks_time_bckt3,opentasks_time_bckt4,opentasks_time_bckt5,num_closed_tsk_time_bckt1,num_closed_tsk_time_bckt2,num_closed_tsk_time_bckt3,num_closed_tsk_time_bckt4,num_closed_tsk_time_bckt5,num_sp_pos_com_time_bckt1,num_sp_pos_com_time_bckt2,num_sp_pos_com_time_bckt3,num_sp_pos_com_time_bckt4,num_sp_pos_com_time_bckt5,num_sp_neg_com_time_bckt1,num_sp_neg_com_time_bckt2,num_sp_neg_com_time_bckt3,num_sp_neg_com_time_bckt4,num_sp_neg_com_time_bckt5,opportunity_value,OverAll_Sum_of_shipped_qty,OverAll_Sum_of_tot_net_amt,Number_of_periods_sold,Total_Periods_of_activity,% of time product sold,pred_run_date,distance_to_centroid,qfi_overall,qfi-web_intra,qfi-hd-intra,qfi-crm-intra,qfi-sh-intra,qfi-sm-intra,qfi-web-inter,qfi-hd-inter,qfi-crm-inter,qfi-sh-inter,qfi-sm-inter
"DAIRY SOLUTIONS, INC.",10289,289,labfax,12,495,200805,201306,0,MOST LIKELY,64,55,55,127,81,81,113,71,164,137,35,30,11,13,28,0,1,1,1,5,2,1,0,0,3,2,2,1,0,1,0,0,2,3,3,2,4,1,2,0,0,1,1,3,2,1,1,3,4,0,5940,22,27,20,17,0,0,4,17,0,3,3,0,5,1,0,2,1,2,3,1,0,1,4,2,3,2,0,1,5940,38,18810,6,61,0.1,,,,,,,,,,,,,
DAIRYPRO,10290,290,signtouch,7,395,200808,201506,0,MOST LIKELY,58,49,49,115,75,68,95,59,136,115,29,86,9,33,43,1,2,4,1,1,1,0,0,1,0,3,1,2,1,1,4,3,1,1,2,1,3,2,5,2,1,0,0,1,3,1,1,4,1,3,2765,25,25,27,18,24,29,6,29,3,0,3,1,5,3,1,0,2,5,2,0,0,0,1,3,1,3,3,3,2765,60,23700,48,82,0.59,,,,,,,,,,,,,
DALEY INTERNATIONAL,10291,291,signtouch,10,395,200908,201310,1,SOMEWHAT LIKELY,131,112,112,262,169,132,185,115,311,180,13,12,41,23,36,0,2,3,3,4,1,1,1,3,1,1,1,0,5,0,1,2,0,0,2,1,3,1,2,1,1,4,5,1,2,0,2,3,1,4,3950,26,19,24,17,0,0,4,17,3,1,3,1,0,3,2,3,1,2,3,2,0,2,4,1,1,2,2,4,3950,96,37920,45,50,0.9,,,,,,,,,,,,,
DARBY DENTAL SUPPLY LLC,10292,292,openfix,14,295,200907,201507,0,MOST LIKELY,86,74,74,172,110,92,129,81,207,135,41,55,12,33,36,1,1,4,4,0,4,0,0,0,3,0,3,0,1,1,0,2,0,0,0,1,1,2,3,2,3,5,0,2,1,0,1,2,2,3,4130,17,14,10,17,25,0,5,25,0,0,1,0,5,3,3,2,0,3,2,0,0,2,1,1,2,0,3,1,4130,90,26550,73,72,1.01,,,,,,,,,,,,,
"DAVEY TREE EXPERT COMPANY, THE",10293,293,mathstring,10,195,200601,201308,1,SOMEWHAT LIKELY,93,80,80,186,119,104,145,91,217,168,39,56,26,46,21,1,1,0,0,5,2,0,3,1,0,0,2,2,1,0,1,1,3,2,1,4,2,1,2,0,0,2,1,4,1,0,1,3,3,2,1950,28,17,25,13,24,0,5,24,1,1,2,0,5,0,3,0,2,5,2,1,3,2,4,2,3,1,2,1,1950,49,9555,48,91,0.53,,,,,,,,,,,,,
DAYMSA (DESAROLLO AGRICOLA Y MINERO S.A.),10294,294,Voyalight,12,150,200610,201507,1,SOMEWHAT LIKELY,115,99,99,231,148,114,159,100,262,161,26,23,15,36,11,1,3,0,0,1,4,1,1,5,1,1,4,1,0,0,0,2,4,3,5,4,3,0,0,0,1,3,3,1,4,0,2,3,1,5,1800,16,25,23,0,0,0,3,23,1,2,3,3,0,3,2,0,0,2,0,1,3,3,5,0,2,3,1,2,1800,94,14100,101,105,0.96,,,,,,,,,,,,,
DAYONE RESPONSE INC.,10295,295,Statip,13,100,200601,201304,0,MOST LIKELY,77,66,66,154,98,90,126,79,164,171,37,16,11,7,31,0,0,5,5,0,5,5,0,0,1,1,1,0,1,4,0,1,1,1,5,0,2,0,5,3,2,2,2,2,5,2,2,2,1,2,1300,17,21,19,0,0,0,3,19,2,3,2,2,5,0,1,2,3,3,2,0,1,0,0,1,1,1,1,4,1300,24,2400,67,87,0.77,,,,,,,,,,,,,
DEARDORFF FITZSIMMONS CORPORATION,10296,296,zonair,19,125,200601,201404,1,SOMEWHAT LIKELY,111,95,95,221,141,114,159,100,252,171,33,51,7,58,10,0,0,1,0,0,1,0,0,2,1,0,1,1,5,1,2,2,3,3,4,2,1,1,2,2,1,1,1,2,1,1,0,1,0,5,2375,19,20,23,30,27,0,5,27,3,0,3,1,0,1,3,2,2,0,1,2,0,2,4,1,0,1,2,3,2375,66,8250,66,99,0.67,,,,,,,,,,,,,
DECCO US POST-HARVEST INC.,10297,297,solbam,12,85,200706,201106,1,SOMEWHAT LIKELY,130,112,112,261,167,127,178,111,291,181,12,99,33,13,17,3,1,1,2,4,0,0,1,1,1,0,0,3,3,1,1,0,1,1,1,2,3,1,2,4,1,2,0,3,0,4,1,1,1,3,1020,23,28,0,0,0,0,2,28,0,0,1,0,4,2,2,3,1,1,2,1,1,2,5,1,2,3,2,1,1020,73,6205,15,48,0.31,,,,,,,,,,,,,
"DECON LABS, INC.",10298,298,Statip,9,100,200810,201111,0,MOST LIKELY,83,71,71,165,106,88,123,77,198,129,20,44,32,38,22,1,5,0,5,0,2,2,3,1,2,3,3,5,1,2,1,0,2,3,1,1,5,1,2,2,2,3,4,0,4,4,2,5,3,2,900,12,27,10,0,0,0,3,10,1,3,3,0,2,2,1,0,2,0,1,2,2,3,3,0,2,0,3,0,900,23,2300,15,37,0.41,,,,,,,,,,,,,
"DECON7 SYSTEMS, LLC",10299,299,solbam,11,85,201108,201302,1,SOMEWHAT LIKELY,117,100,100,233,149,124,174,109,266,197,11,17,18,41,36,1,4,0,2,1,2,2,2,2,0,2,2,4,3,1,3,5,0,0,2,3,2,2,1,1,2,0,1,0,0,1,1,2,2,1,935,25,28,27,29,29,0,5,29,3,2,0,1,5,2,1,0,1,1,2,3,2,3,1,0,3,0,3,2,935,31,2635,4,18,0.22,,,,,,,,,,,,,
"DEER NO NO, LLC",10300,300,solbam,12,85,200808,201105,1,SOMEWHAT LIKELY,103,89,89,207,132,113,158,99,224,196,24,19,26,34,39,4,2,1,2,0,2,4,1,0,0,1,2,2,1,0,5,1,5,3,4,1,0,1,0,2,1,1,0,1,5,1,0,1,2,0,1020,23,21,16,29,26,29,6,29,2,0,0,3,4,1,3,0,3,0,2,3,2,2,0,2,0,2,3,5,1020,44,3740,7,33,0.21,,,,,,,,,,,,,
"DEKKO MANUFACTURING, LLC",10301,301,Voyalight,18,150,200705,201309,0,MOST LIKELY,55,47,47,109,70,63,89,55,123,113,44,17,58,32,25,1,0,4,2,3,4,2,1,2,2,1,4,1,2,0,3,3,2,1,4,5,1,2,1,1,0,2,3,2,1,2,1,3,3,2,2700,21,10,21,25,0,0,4,25,1,0,0,1,4,2,3,3,1,5,1,3,2,1,2,2,1,3,0,4,2700,88,13200,8,76,0.11,,,,,,,,,,,,,
DELAVAL INC,10302,302,zonair,11,125,201007,201507,0,MOST LIKELY,60,52,52,121,77,69,97,61,149,108,16,83,29,32,46,0,5,1,1,3,1,1,1,1,3,1,0,0,1,5,0,0,0,0,0,4,1,2,1,1,1,1,0,3,1,5,0,5,1,2,1375,27,19,17,19,0,0,4,19,2,3,3,2,1,3,2,3,2,1,0,1,0,3,3,1,3,0,3,2,1375,63,7875,60,60,1,,,,,,,,,,,,,
"DESERT KING CHILE, LTD.",10303,303,solbam,18,85,200601,201207,0,MOST LIKELY,91,78,78,181,115,101,142,89,209,169,16,53,15,47,35,1,1,1,4,1,0,2,2,2,0,0,1,0,3,2,1,0,1,2,3,1,2,2,3,2,1,4,1,1,1,0,1,2,0,0,1530,22,10,10,15,15,10,6,10,3,2,0,0,2,2,1,3,3,0,0,0,1,2,2,0,1,0,0,5,1530,83,7055,76,78,0.97,,,,,,,,,,,,,
DESERT STAR COMPANY,10304,304,zonair,12,125,200601,201406,0,MOST LIKELY,77,66,66,155,100,93,131,82,198,149,20,10,13,100,30,2,1,2,1,0,5,2,3,1,3,1,5,2,1,0,0,2,2,1,1,2,1,2,1,1,1,0,1,5,2,4,2,1,1,1,1500,17,17,29,26,0,0,4,26,2,3,3,2,3,3,2,3,3,5,3,2,0,0,5,2,3,0,0,4,1500,38,4750,75,101,0.74,,,,,,,,,,,,,
DESERT VALLEY SERVICES,10305,305,apstring,5,90,200702,201106,0,MOST LIKELY,62,53,53,123,78,78,109,68,145,145,38,12,27,26,47,3,3,1,3,2,2,1,0,1,3,2,1,5,1,2,4,1,2,1,1,0,1,3,1,0,1,3,0,0,1,3,1,0,2,1,450,19,19,27,20,18,14,6,14,0,1,1,2,2,3,0,3,1,1,0,0,1,0,2,3,3,2,3,3,450,97,8730,47,52,0.9,,,,,,,,,,,,,
DIACON TECHNOLOGIES LTD.,10306,306,Voyalight,16,150,200802,201506,1,SOMEWHAT LIKELY,114,98,98,228,147,125,175,110,267,200,19,33,18,33,23,0,2,0,3,1,1,1,3,1,1,1,2,1,4,1,2,1,2,2,0,5,0,0,2,3,2,2,1,5,0,1,2,0,1,1,2400,13,26,18,11,0,0,4,11,1,1,2,0,5,2,0,3,0,4,1,1,0,1,5,0,1,0,3,0,2400,97,14550,54,88,0.61,,,,,,,,,,,,,
"DIAL CORPORATION, THE",10307,307,labfax,9,495,200803,201507,0,MOST LIKELY,82,82,82,191,136,101,142,89,211,165,21,41,19,33,42,2,1,2,2,1,1,4,1,0,3,1,0,1,0,1,1,4,2,1,1,1,3,4,0,1,0,2,4,1,2,2,1,0,2,2,4455,30,24,14,15,0,0,4,15,1,1,0,1,2,2,1,2,3,1,2,0,2,3,5,0,1,3,1,3,4455,91,45045,83,88,0.94,,,,,,,,,,,,,
DIAMOND WIPES INTERNATIONAL INC.,10308,308,labfax,13,495,201012,201507,1,SOMEWHAT LIKELY,84,84,84,197,141,109,152,95,241,164,38,28,17,34,37,2,3,2,3,1,2,2,2,2,0,2,2,0,1,1,1,1,2,2,2,1,1,0,2,1,2,1,1,0,2,2,4,1,1,2,6435,17,19,26,11,10,29,6,29,3,1,0,3,0,3,3,3,0,2,3,3,2,1,3,2,0,1,0,5,6435,80,39600,38,55,0.69,,,,,,,,,,,,,
DIMENSION ONE SPAS,10309,309,mathstring,15,195,201001,201404,0,MOST LIKELY,67,67,67,156,110,89,124,78,190,140,9,45,18,11,43,4,2,2,2,3,0,2,2,1,1,2,5,1,0,0,4,5,3,0,5,2,3,0,1,2,1,1,1,5,1,4,1,0,2,4,2925,29,24,30,17,18,0,5,18,2,0,3,0,3,1,3,1,2,5,1,2,3,3,5,3,1,2,3,4,2925,20,3900,19,51,0.37,,,,,,,,,,,,,
DINTEC  AGRICHEMICALS,10310,310,openfix,20,295,200706,201503,1,SOMEWHAT LIKELY,92,92,92,214,153,107,150,94,254,145,45,13,26,50,50,1,1,1,1,2,1,4,0,3,0,1,2,3,2,0,4,0,0,3,2,1,1,1,2,2,0,1,2,3,1,3,1,1,0,2,5900,15,15,19,0,0,0,3,19,1,2,2,1,3,3,1,0,2,0,3,1,1,1,3,2,3,2,1,4,5900,89,26255,82,93,0.88,,,,,,,,,,,,,
"DIP 'N GROW, INC.",10311,311,signtouch,5,395,200601,201104,0,MOST LIKELY,67,67,67,156,111,95,133,83,193,160,24,13,45,36,8,0,0,0,0,1,1,2,1,1,1,2,1,0,1,1,0,2,1,2,2,0,2,0,3,0,1,2,0,1,3,0,1,1,2,2,1975,30,13,28,0,0,0,3,28,2,1,1,1,2,2,0,2,3,2,3,3,2,0,0,3,3,2,2,0,1975,50,19750,44,63,0.7,,,,,,,,,,,,,
"DIRECT AG SOURCE, LLC",10312,312,apstring,12,90,200601,201506,0,MOST LIKELY,60,60,60,140,100,84,118,74,161,152,48,38,30,91,22,0,0,2,4,0,0,2,0,2,0,1,4,2,4,1,1,2,2,2,1,4,1,2,1,1,0,1,0,2,0,1,1,1,2,2,1080,25,30,25,16,30,0,5,30,2,1,3,1,5,0,1,1,0,1,2,1,2,1,0,1,1,0,0,5,1080,91,8190,94,113,0.83,,,,,,,,,,,,,
"DISORB SYSTEMS, INC.",10313,313,signtouch,14,395,200612,201304,1,SOMEWHAT LIKELY,90,90,90,211,152,108,151,94,234,167,28,71,35,91,12,2,4,2,3,1,1,2,2,1,0,2,2,1,1,2,1,2,3,3,0,1,5,2,2,3,2,5,3,2,4,2,2,2,0,5,5530,30,23,25,0,0,0,3,25,3,0,2,1,0,1,0,3,2,5,0,1,2,3,0,3,1,2,1,1,5530,48,18960,41,76,0.54,,,,,,,,,,,,,
"DIVERSEY, INC.",10314,314,labfax,15,495,200901,201410,1,SOMEWHAT LIKELY,96,96,96,224,159,121,169,106,272,178,46,13,13,42,29,1,5,0,1,2,0,0,0,1,1,2,2,2,1,2,5,1,1,0,1,3,4,0,3,2,2,3,4,1,1,0,1,0,0,2,7425,24,19,22,16,18,0,5,18,0,0,1,1,5,0,3,2,2,0,2,0,0,0,4,3,0,2,2,3,7425,78,38610,52,69,0.75,,,,,,,,,,,,,
"DIVERSEY, INC.",10314,314,labfax,15,495,200901,201410,0,MOST LIKELY,70,70,70,164,117,92,129,81,214,131,13,19,43,37,29,1,1,2,1,0,3,1,0,3,1,1,2,1,1,0,3,1,1,4,4,1,2,1,4,0,0,1,5,2,2,1,4,3,1,0,7425,24,19,22,16,18,0,5,18,0,0,1,1,5,0,3,2,2,0,2,0,0,0,4,3,0,2,2,3,7425,78,38610,52,69,0.75,,,,,,,,,,,,,
"DIVERSEY, INC.",10314,314,labfax,15,495,200602,201506,1,SOMEWHAT LIKELY,96,96,96,224,159,121,169,106,272,178,46,13,13,42,29,1,5,0,1,2,0,0,0,1,1,2,2,2,1,2,5,1,1,0,1,3,4,0,3,2,2,3,4,1,1,0,1,0,0,2,7425,24,19,22,16,18,0,5,18,0,0,1,1,5,0,3,2,2,0,2,0,0,0,4,3,0,2,2,3,7425,31,15345,99,112,0.88,,,,,,,,,,,,,
"DIVERSEY, INC.",10314,314,labfax,15,495,200602,201506,0,MOST LIKELY,70,70,70,164,117,92,129,81,214,131,13,19,43,37,29,1,1,2,1,0,3,1,0,3,1,1,2,1,1,0,3,1,1,4,4,1,2,1,4,0,0,1,5,2,2,1,4,3,1,0,7425,24,19,22,16,18,0,5,18,0,0,1,1,5,0,3,2,2,0,2,0,0,0,4,3,0,2,2,3,7425,31,15345,99,112,0.88,,,,,,,,,,,,,
"DIVERSEY, INC.",10315,315,zonair,13,125,200601,201110,1,SOMEWHAT LIKELY,96,96,96,224,159,121,169,106,272,178,46,13,13,42,29,1,5,0,1,2,0,0,0,1,1,2,2,2,1,2,5,1,1,0,1,3,4,0,3,2,2,3,4,1,1,0,1,0,0,2,1625,17,15,19,0,0,0,3,19,3,2,0,1,4,0,2,1,2,3,2,3,3,2,3,3,1,0,2,1,1625,21,2625,66,69,0.96,,,,,,,,,,,,,
"DIVERSEY, INC.",10315,315,zonair,13,125,200601,201110,0,MOST LIKELY,70,70,70,164,117,92,129,81,214,131,13,19,43,37,29,1,1,2,1,0,3,1,0,3,1,1,2,1,1,0,3,1,1,4,4,1,2,1,4,0,0,1,5,2,2,1,4,3,1,0,1625,17,15,19,0,0,0,3,19,3,2,0,1,4,0,2,1,2,3,2,3,3,2,3,3,1,0,2,1,1625,21,2625,66,69,0.96,,,,,,,,,,,,,
"DIVERSEY, INC.",10315,315,zonair,13,125,200601,201110,1,SOMEWHAT LIKELY,96,96,96,224,159,121,169,106,272,178,46,13,13,42,29,1,5,0,1,2,0,0,0,1,1,2,2,2,1,2,5,1,1,0,1,3,4,0,3,2,2,3,4,1,1,0,1,0,0,2,1625,17,15,19,0,0,0,3,19,3,2,0,1,4,0,2,1,2,3,2,3,3,2,3,3,1,0,2,1,1625,55,6875,32,69,0.46,,,,,,,,,,,,,
"DIVERSEY, INC.",10315,315,zonair,13,125,200601,201110,0,MOST LIKELY,70,70,70,164,117,92,129,81,214,131,13,19,43,37,29,1,1,2,1,0,3,1,0,3,1,1,2,1,1,0,3,1,1,4,4,1,2,1,4,0,0,1,5,2,2,1,4,3,1,0,1625,17,15,19,0,0,0,3,19,3,2,0,1,4,0,2,1,2,3,2,3,3,2,3,3,1,0,2,1,1625,55,6875,32,69,0.46,,,,,,,,,,,,,
"DIVERSIFIED WATERSCAPES, INC.",10316,316,solbam,18,85,201110,201503,0,MOST LIKELY,46,46,46,107,75,64,90,56,139,100,31,60,26,26,36,1,1,0,1,1,2,3,1,2,0,2,1,0,1,3,1,0,1,3,1,2,3,4,2,0,3,2,2,2,3,2,5,3,1,0,1530,24,11,0,0,0,0,2,11,2,2,3,0,3,3,0,2,3,2,3,2,0,3,1,3,0,1,3,1,1530,92,7820,13,41,0.32,,,,,,,,,,,,,
DOHENY ENTERPRISES,10317,317,signtouch,18,395,201007,201410,1,SOMEWHAT LIKELY,100,100,100,234,168,126,177,110,279,191,31,47,21,27,22,0,0,1,1,4,0,1,2,4,4,0,1,0,1,1,1,2,0,1,2,4,0,5,0,5,1,0,1,1,1,1,1,3,3,0,7110,28,23,30,10,17,0,5,17,2,0,1,0,4,3,1,1,3,3,2,2,0,0,5,3,3,3,3,4,7110,71,28045,44,51,0.86,,,,,,,,,,,,,
"DOLGENCORP, LLC",10318,318,zonair,17,125,200601,201310,0,MOST LIKELY,59,59,59,137,98,76,133,67,147,109,17,43,22,26,37,0,1,4,2,1,1,2,3,5,3,4,3,1,1,3,3,3,0,4,4,0,1,1,5,1,2,1,2,5,0,2,0,1,3,0,2125,27,28,18,14,20,0,5,20,0,3,2,2,2,1,2,3,0,4,0,0,3,2,4,3,2,3,2,4,2125,29,3625,73,93,0.78,,,,,,,,,,,,,
DOUBLE SUMMIT LLC,10319,319,Voyalight,6,150,200601,201507,0,MOST LIKELY,45,45,45,106,77,62,109,55,133,77,24,54,23,19,10,0,0,0,1,2,5,0,5,0,4,0,0,1,2,3,2,3,0,0,1,0,2,2,5,1,0,2,0,3,4,1,1,0,2,1,900,26,21,13,0,0,0,3,13,2,2,3,1,4,2,0,2,1,1,1,3,3,0,3,3,0,1,1,3,900,95,14250,115,114,1.01,,,,,,,,,,,,,
DOUGLAS PRODUCTS AND PACKAGING COMPANY,10320,320,Voyalight,8,150,200902,201102,1,SOMEWHAT LIKELY,92,92,92,215,155,117,204,102,226,168,12,56,13,45,45,1,1,0,2,2,1,0,1,2,2,3,2,0,2,0,1,3,1,1,1,2,2,0,1,2,0,3,0,2,0,2,1,4,1,0,1200,13,28,0,0,0,0,2,28,2,3,1,3,3,0,1,1,2,1,3,0,1,2,4,1,3,3,2,4,1200,74,11100,11,24,0.46,,,,,,,,,,,,,
DOW AGROSCIENCES LLC,10321,321,labfax,6,495,201101,201106,0,MOST LIKELY,67,67,67,157,112,87,153,76,178,117,44,16,12,27,13,1,0,3,0,2,1,5,2,2,1,0,1,3,1,0,2,1,2,2,5,4,0,3,3,1,1,1,1,2,3,1,0,2,1,5,2970,24,10,18,29,0,0,4,29,2,1,1,2,0,3,0,0,3,0,3,3,1,0,5,2,3,2,3,5,2970,43,21285,3,5,0.6,,,,,,,,,,,,,
"DOW CHEMICAL COMPANY, THE",10322,322,mathstring,11,195,200812,201110,0,MOST LIKELY,71,71,71,165,118,90,157,79,188,115,45,23,37,61,21,5,1,1,1,1,0,1,0,1,1,1,5,1,3,3,5,1,0,1,0,0,0,2,2,2,0,5,1,1,1,0,0,0,5,4,2145,19,17,19,17,12,22,6,22,2,0,0,2,3,0,0,0,0,2,3,0,1,3,2,3,1,0,3,3,2145,100,19500,2,34,0.06,,,,,,,,,,,,,
"DPC INDUSTRIES, INC.",10323,323,solbam,11,85,200705,201506,1,SOMEWHAT LIKELY,103,103,103,240,172,120,210,105,289,115,45,22,13,66,32,1,1,1,1,3,1,2,0,1,1,2,1,2,1,1,1,2,1,1,4,2,2,4,3,1,3,3,1,1,2,1,3,4,0,1,935,17,12,24,0,0,0,3,24,1,3,0,3,4,3,3,0,1,0,1,3,0,2,4,2,3,0,0,0,935,66,5610,23,97,0.24,,,,,,,,,,,,,
DR. WOLMAN GMBH,10324,324,mathstring,6,195,201104,201104,1,SOMEWHAT LIKELY,81,81,81,188,133,104,181,91,200,149,47,36,28,10,27,1,2,5,1,5,1,1,0,1,2,2,1,0,3,1,1,1,0,2,0,1,1,0,4,3,5,0,1,1,0,4,2,4,1,1,1170,29,25,16,16,21,18,6,18,3,2,1,1,3,0,2,0,2,3,1,0,2,2,3,2,3,3,1,4,1170,53,10335,1,0,1,,,,,,,,,,,,,
"DREW MARINE USA, INC.",10325,325,Voyalight,14,150,201109,201201,1,SOMEWHAT LIKELY,100,100,100,232,165,120,210,105,253,153,35,45,15,21,16,0,1,0,1,2,3,2,1,4,5,1,2,4,1,1,1,2,1,2,1,2,1,2,1,0,1,1,0,1,2,1,2,1,0,1,2100,22,11,27,0,0,0,3,27,0,1,0,0,3,0,3,0,1,5,0,3,0,2,3,1,1,3,0,2,2100,75,11250,4,4,1,,,,,,,,,,,,,
DREXEL CHEMICAL COMPANY,10326,326,signtouch,7,395,200904,201507,1,SOMEWHAT LIKELY,112,112,112,262,189,128,225,112,274,160,11,38,19,38,37,3,2,0,2,1,1,2,3,2,1,0,2,1,1,0,0,3,1,1,3,1,1,3,0,0,1,1,3,2,2,1,0,0,3,3,2765,15,26,21,26,0,0,4,26,1,3,1,0,0,2,1,1,3,0,0,3,1,3,4,2,0,0,1,2,2765,71,28045,70,75,0.93,,,,,,,,,,,,,
"DURVET, INC.",10327,327,Statip,18,100,201007,201507,1,SOMEWHAT LIKELY,74,74,74,172,123,99,174,87,203,133,46,61,28,34,31,1,0,4,1,0,1,0,1,0,1,1,1,5,0,2,1,1,2,4,2,0,0,5,1,1,2,0,2,2,0,0,2,1,2,0,1800,18,23,21,24,20,0,5,20,3,1,3,3,4,0,2,1,0,5,0,3,0,3,1,3,2,3,2,2,1800,100,10000,32,60,0.53,,,,,,,,,,,,,
"DYNASOL, INC.",10328,328,zonair,12,125,201102,201506,1,SOMEWHAT LIKELY,88,88,88,205,145,114,200,100,228,157,29,96,39,94,19,3,2,1,2,1,4,1,0,1,2,0,0,1,3,2,2,1,4,0,1,1,0,0,1,1,0,2,1,0,2,2,2,3,1,0,1500,13,15,30,19,22,18,6,18,2,0,2,1,5,1,3,2,2,1,0,3,0,2,0,1,2,3,3,1,1500,62,7750,40,52,0.77,,,,,,,,,,,,,
E PAINT CO.,10329,329,openfix,12,295,200812,201202,1,SOMEWHAT LIKELY,109,109,109,254,182,133,233,117,293,157,10,28,34,24,42,4,2,2,2,3,0,2,5,2,4,2,4,2,2,2,0,1,0,5,4,0,1,3,0,2,1,0,0,1,0,0,0,2,1,1,3540,10,27,13,28,11,23,6,23,2,3,0,2,4,2,3,0,3,3,2,2,0,3,1,1,1,3,3,5,3540,95,28025,12,38,0.32,,,,,,,,,,,,,
"E.B. STONE & SON, INC.",10330,330,labfax,18,495,201111,201111,1,SOMEWHAT LIKELY,91,91,91,211,150,111,194,97,234,140,47,43,24,25,25,0,3,1,5,3,2,0,1,1,1,1,3,1,5,0,5,1,3,1,2,1,5,1,2,5,2,2,2,1,2,0,1,3,4,1,8910,12,24,13,18,0,0,4,18,3,0,1,1,3,0,1,2,0,1,0,0,2,2,0,3,0,2,0,2,8910,69,34155,1,0,1,,,,,,,,,,,,,
E.I. DU PONT DE NEMOURS AND COMPANY,10331,331,solbam,9,85,200601,201507,1,SOMEWHAT LIKELY,100,100,100,232,165,126,220,110,275,148,27,10,9,39,43,1,5,1,3,1,4,4,0,1,2,1,1,1,0,1,1,3,2,2,2,0,1,1,3,0,1,2,0,1,5,0,1,1,5,3,765,26,11,0,0,0,0,2,11,3,3,0,2,0,3,3,3,0,3,0,0,2,0,4,1,3,2,2,3,765,79,6715,115,114,1.01,,,,,,,,,,,,,
E.I. DUPONT DE NEMOURS AND COMPANY*,10332,332,zonair,12,125,201112,201309,0,MOST LIKELY,72,72,72,169,122,98,171,86,181,149,16,9,46,20,20,1,0,3,0,0,0,2,0,0,1,2,1,2,0,2,0,1,3,1,2,0,2,3,1,1,1,1,2,3,1,0,0,4,0,1,1500,25,14,10,22,22,0,5,22,0,3,1,2,4,0,1,1,3,2,2,3,0,1,4,1,0,2,3,2,1500,67,8375,13,21,0.62,,,,,,,,,,,,,
"EARTH SCIENCE LABORATORIES, INC.",10333,333,labfax,20,495,200811,201103,0,MOST LIKELY,69,69,69,162,117,85,149,74,201,86,33,11,10,36,11,2,2,3,3,0,0,2,1,4,2,0,1,4,5,2,2,1,0,1,1,2,2,1,3,4,2,0,0,0,0,1,1,2,1,0,9900,19,14,11,13,26,22,6,22,1,0,0,0,0,1,3,3,3,5,2,2,3,3,1,1,1,2,3,0,9900,38,18810,10,28,0.36,,,,,,,,,,,,,
EARTH SCIENCE PRODUCTS CORP.,10334,334,apstring,8,90,200801,201108,1,SOMEWHAT LIKELY,79,79,79,184,130,107,188,94,205,156,14,17,18,36,16,5,1,5,0,1,4,5,2,2,2,4,3,3,1,0,0,1,2,2,1,1,2,1,0,5,3,3,1,1,1,4,2,0,4,1,720,30,27,0,0,0,0,2,27,0,0,1,1,5,1,3,2,3,1,0,1,0,2,2,3,1,0,1,2,720,52,4680,22,43,0.51,,,,,,,,,,,,,
"EARTH-KIND, INC. D/B/A CRANE CREEK GARDENS*",10335,335,Statip,20,100,201108,201203,0,MOST LIKELY,64,64,64,150,108,82,144,72,200,76,11,100,21,72,16,3,0,0,0,2,1,0,1,0,3,0,2,1,4,2,1,4,0,1,1,2,0,1,1,0,1,3,1,1,2,1,0,1,0,1,2000,26,24,21,12,22,22,6,22,0,1,0,3,1,1,3,1,1,1,0,0,2,1,5,3,2,3,0,4,2000,54,5400,2,7,0.29,,,,,,,,,,,,,
